Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	AntesLongitude	AntesLatitude	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria	Classe	longitude	latitude
SJOH	MG0465	Destilaria Veredas	JOÃO PINHEIRO	Minas Gerais			045°49'03.0W"	17°42'56.0S"	802,0	VFR	Sem Operação	06/24	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho										Privado	-45.8175000000000	-17.7155555555556
SJLG	GO0080	Fazenda Reunidas Pedreira	CAIAPÔNIA	Goiás			051°29'41.0W"	17°14'27.0S"	874,0	VFR	Sem Operação	10/28	700,0000	19,00	5700 Kg /   0.50 MPa	Terra							18/04/2021	PA2014-0117	https://pergamum.anac.gov.br/arquivos/PA2014-0117.pdf	Privado	-51.4947222222200	-17.2408333333333
SSWK	MS0499	Fazenda Cuelhambi	ANGÉLICA	Mato Grosso do Sul			054°04'07.7W"	21°59'53.5S"	,0	VFR	Sem Operação	01/19	900,0000	18,00	5600 Kg /   0.50 MPa	Terra										Privado	-54.0688055555600	-21.9981944444444
SJER	GO0070	Fazenda Canadá	ACREÚNA	Goiás			050°20'19.3W"	17°21'41.5S"	552,0	VFR	Sem Operação	14/32	1000,0000	18,00	5/F/B/Z/U	Asfalto							23/11/2021	PA2014-0866	https://pergamum.anac.gov.br/arquivos/PA2014-0866.pdf	Privado	-50.3386944444400	-17.3615277777778
SDQK	MS0413	Fazenda Taboca	RIO VERDE DE MATO GROSSO	Mato Grosso do Sul			055°22'03.3W"	18°53'04.2S"	154,0	VFR	Sem Operação	05/23	1000,0000	25,00	5000 Kg /   0.50 MPa	Grama							29/01/2029	PA2019-0085	https://pergamum.anac.gov.br/arquivos/PA2019-0085.pdf	Privado	-55.3675833333300	-18.8845
	RS0168	Agrícola Dall Olivo	LAGOA VERMELHA	Rio Grande do Sul			051°31'13.0W"	28°01'48.0S"	822,0	VFR	Sem Operação	16/34	400,0000	18,00	4700 Kg /   0.50 MPa	Terra							29/12/2030	PA2020-3428	https://pergamum.anac.gov.br/arquivos/PA2020-3428.pdf	Privado	-51.5202777777800	-28.03
SDYB	SP0164	Fazenda São José do Bom Retiro	ITAPETININGA	São Paulo			048°20'18.0W"	23°47'04.0S"	668,0	VFR	VFR	11/29	1100,0000	20,00	12/F/C/Y/T	Asfalto							23/03/2025	PA2015-0700	https://pergamum.anac.gov.br/arquivos/PA2015-0700.pdf	Privado	-48.3383333333300	-23.7844444444444
SBQH	MT0627	CMTE Juliano Rambo	CONFRESA	Mato Grosso			051°36'56.0W"	10°41'56.0S"	222,0	VFR	Sem Operação	11/29	1100,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							14/09/2030	PA2020-2161	https://pergamum.anac.gov.br/arquivos/PA2020-2161.pdf	Privado	-51.6155555555600	-10.6988888888889
SJTU	MT0224	Fazenda Tucano	CAMPO NOVO DO PARECIS	Mato Grosso			057°33'52.0W"	13°35'06.0S"	525,0	VFR	Sem Operação	08/26	1200,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							18/05/2031	PA2021-4990	https://pergamum.anac.gov.br/arquivos/PA2021-4990.pdf	Privado	-57.5644444444400	-13.585
SWAK	AM0042	Assunção do Içana	SÃO GABRIEL DA CACHOEIRA	Amazonas			067°36'02.0W"	01°03'59.0N"	150,0	VFR	Sem Operação	06/24	950,0000	30,00	2500 Kg /   0.50 MPa	Argila							12/06/2025	PA2015-1416	https://pergamum.anac.gov.br/arquivos/PA2015-1416.pdf	Privado	-67.6005555555600	1.06638888888889
SISJ	MS0125	Fazenda São José do Piquiri	CORUMBÁ	Mato Grosso do Sul			055°33'33.0W"	17°27'15.0S"	130,0	VFR	Sem Operação	06/24	700,0000	30,00	4600 Kg /   0.50 MPa	Grama							13/06/2022	PA2012-1175	https://pergamum.anac.gov.br/arquivos/PA2012-1175.pdf	Privado	-55.5591666666700	-17.4541666666667
SDUE	PR0040	Fazenda Thália	BALSA NOVA	Paraná			049°42'00.0W"	25°31'00.0S"	1020,0	VFR	Sem Operação	09/27	1100,0000	23,00	2500 Kg /   0.50 MPa	Asfalto										Privado	-49.7000000000000	-25.5166666666667
SJUL	SP0217	Fazenda Rio Pardo	IARAS	São Paulo			049°02'09.0W"	22°52'12.0S"	669,0	VFR	Sem Operação	03/21	1000,0000	30,00	5600 Kg /   0.50 MPa	Terra							08/07/2021	PA2015-1990	https://pergamum.anac.gov.br/arquivos/PA2015-1990.pdf	Privado	-49.0358333333300	-22.87
SSIF	MS0287	Fazenda Baunilha	ITAQUIRAÍ	Mato Grosso do Sul			054°01'49.0W"	23°33'45.0S"	292,0	VFR	Sem Operação	17/35	1300,0000	18,00	4600 Kg /   0.50 MPa	Asfalto							03/05/2022	PA2019-2302	https://pergamum.anac.gov.br/arquivos/PA2019-2302.pdf	Privado	-54.0302777777800	-23.5625
SBQR	MG0463	Fazenda Arena de Aço	BURITIZEIRO	Minas Gerais			044°58'25.0W"	16°48'30.0S"	493,0	VFR	Sem Operação	17/35	1199,0000	20,00	5700 Kg /   0.50 MPa	Terra							01/10/2030	PA2020-2294	https://pergamum.anac.gov.br/arquivos/PA2020-2294.pdf	Privado	-44.9736111111100	-16.8083333333333
SSTS	MT0314	Soteco	CÁCERES	Mato Grosso			058°26'26.0W"	16°06'39.0S"	154,0	VFR	Sem Operação	02/20	700,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							19/11/2022	PA2016-2097	https://pergamum.anac.gov.br/arquivos/PA2016-2097.pdf	Privado	-58.4405555555600	-16.1108333333333
SWUN	MS0397	Fazenda União	INOCÊNCIA	Mato Grosso do Sul			052°03'39.0W"	19°17'33.0S"	536,0	VFR	Sem Operação	13/31	600,0000	18,00	5000 Kg /   0.50 MPa	Terra							13/06/2023	PA2013-1505	https://pergamum.anac.gov.br/arquivos/PA2013-1505.pdf	Privado	-52.0608333333300	-19.2925
SIPN	MS0115	Fazenda Progresso	PORTO MURTINHO	Mato Grosso do Sul			057°41'26.0W"	21°30'36.0S"	100,0	VFR	Sem Operação	02/20	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							06/06/2022	PA2012-1130	https://pergamum.anac.gov.br/arquivos/PA2012-1130.pdf	Privado	-57.6905555555600	-21.51
SIAR	MS0066	Fazenda Arancuã	MIRANDA	Mato Grosso do Sul			056°33'24.0W"	20°10'47.0S"	125,0	VFR	Sem Operação	03/21	850,0000	18,00	5000 Kg /   0.50 MPa	Cascalho							17/01/2028	PA2018-0018	https://pergamum.anac.gov.br/arquivos/PA2018-0018.pdf	Privado	-56.5566666666700	-20.1797222222222
SNTG	BA0143	Gercino Coelho	FORMOSA DO RIO PRETO	Bahia			045°14'16.0W"	11°16'31.0S"	798,0	VFR	Sem Operação	06/24	1501,0000	20,00	15/F/A/Y/T	Asfalto							05/09/2027	PA2017-2964	https://pergamum.anac.gov.br/arquivos/PA2017-2964.pdf	Privado	-45.2377777777800	-11.2752777777778
SSBC	SP0243	Fazenda Barra do Tietê	CASTILHO	São Paulo			051°35'19.0W"	20°43'34.0S"	340,0	VFR	Sem Operação	11/29	1200,0000	18,00	14/F/C/Y/U	Asfalto							12/04/2022	PA2016-3053	https://pergamum.anac.gov.br/arquivos/PA2016-3053.pdf	Privado	-51.5886111111100	-20.7261111111111
	MT0621	Fazenda Chapadão	COMODORO	Mato Grosso			059°29'35.0W"	13°55'29.0S"	656,0	VFR	Sem Operação	06/24	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							21/12/2030	PA2020-3662	https://pergamum.anac.gov.br/arquivos/PA2020-3662.pdf	Privado	-59.4930555555600	-13.9247222222222
SWQO	MG0422	Fazenda Renascença	FRUTAL	Minas Gerais			048°54'56.0W"	20°23'15.0S"	475,0	VFR	Sem Operação	17/35	800,0000	20,00	5600 Kg /   0.50 MPa	Terra							13/11/2029	PA2019-3465	https://pergamum.anac.gov.br/arquivos/PA2019-3465.pdf	Privado	-48.9155555555600	-20.3875
SJSU	PR0061	Fazenda São Marcus	ALTO PARAÍSO	Paraná			053°47'50.0W"	23°33'42.0S"	292,0	VFR	Sem Operação	09/27	700,0000	20,00	5000 Kg /   0.50 MPa	Grama							31/07/2025	PA2015-2031	https://pergamum.anac.gov.br/arquivos/PA2015-2031.pdf	Privado	-53.7972222222200	-23.5616666666667
SDSH	MT0060	Fazenda Shalon (antigo Serafino Ferruzzi)	ALTA FLORESTA	Mato Grosso			056°40'35.0W"	09°59'16.0S"	267,0	VFR	Sem Operação	06/24	1000,0000	18,00	8/F/B/Y/U	Asfalto							19/11/2028	PA2018-3337	https://pergamum.anac.gov.br/arquivos/PA2018-3337.pdf	Privado	-56.6763888888900	-9.98777777777778
SWMJ	MT0366	Fazenda Mano Julio	IPIRANGA DO NORTE	Mato Grosso			056°17'49.0W"	12°21'18.0S"	376,0	VFR	Sem Operação	10/28	1000,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							14/02/2028	PA2018-0350	https://pergamum.anac.gov.br/arquivos/PA2018-0350.pdf	Privado	-56.2969444444400	-12.355
SIMU	MS0102	Fazenda Mutum	ANAURILÂNDIA	Mato Grosso do Sul			052°50'40.0W"	22°16'43.0S"	280,0	VFR	Sem Operação	01/19	900,0000	18,00	5700 Kg /   0.50 MPa	Terra							14/12/2022	PA2015-3428	https://pergamum.anac.gov.br/arquivos/PA2015-3428.pdf	Privado	-52.8444444444400	-22.2786111111111
SDNB	MT0044	Brasnorte	BRASNORTE	Mato Grosso			058°00'06.0W"	12°05'58.0S"	323,0	VFR	Sem Operação	08/26	1200,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							26/09/2028	PA2018-2851	https://pergamum.anac.gov.br/arquivos/PA2018-2851.pdf	Privado	-58.0016666666700	-12.0994444444444
SWRZ	MT0394	Fazenda Arrossensal	NORTELÂNDIA	Mato Grosso			056°42'49.0W"	14°21'05.0S"	398,0	VFR	Sem Operação	18/36	1380,0000	30,00	6/F/C/Y/U	Asfalto							23/03/2031	PA2021-4420	https://pergamum.anac.gov.br/arquivos/PA2021-4420.pdf	Privado	-56.7136111111100	-14.3513888888889
SSEQ	MA0045	Renascer	ARAME	Maranhão			045°50'42.0W"	04°47'03.0S"	304,0	VFR	Sem Operação	18/36	1000,0000	18,00	5700 Kg /   0.50 MPa	Piçarra							23/03/2025	PA2015-0697	https://pergamum.anac.gov.br/arquivos/PA2015-0697.pdf	Privado	-45.8450000000000	-4.78416666666667
SNYS	MG0171	WD Agroindustrial	JOÃO PINHEIRO	Minas Gerais			045°59'43.8W"	18°13'21.5S"	975,0	VFR	Sem Operação	05/23	1450,0000	23,00	8/F/B/Y/T	Asfalto							10/06/2023	PA2018-3332	https://pergamum.anac.gov.br/arquivos/PA2018-3332.pdf	Privado	-45.9955000000000	-18.2226388888889
SIHW	SP0180	Agrishow	RIBEIRÃO PRETO	São Paulo			047°51'57.8W"	21°12'42.0S"	595,0	VFR	Sem Operação	05/23	550,0000	18,00	5700 Kg /   0.50 MPa	Terra							07/01/2031	PA2020-3280	https://pergamum.anac.gov.br/arquivos/PA2020-3280.pdf	Privado	-47.8660555555600	-21.2116666666667
SDLG	MS0455	Fazenda Planalto	COSTA RICA	Mato Grosso do Sul			053°12'50.0W"	18°11'43.0S"	855,0	VFR	Sem Operação	18/36	1200,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							08/10/2030	PA2020-2337	https://pergamum.anac.gov.br/arquivos/PA2020-2337.pdf	Privado	-53.2138888888900	-18.1952777777778
SJQK	RR0088	Barra do Vento	BOA VISTA	Roraima			060°48'51.0W"	02°41'44.0N"	85,0	VFR	Sem Operação	08/26	1000,0000	18,00	4000 Kg /   0.50 MPa	Terra							06/06/2022	PA2012-1110	https://pergamum.anac.gov.br/arquivos/PA2012-1110.pdf	Privado	-60.8141666666700	2.69555555555556
SSGC	MT0289	Fazenda Chapadão	SANTO ANTÔNIO DO LEVERGER	Mato Grosso			055°59'57.0W"	15°49'16.0S"	154,0	VFR	Sem Operação	02/20	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							25/01/2027	PA2017-0191	https://pergamum.anac.gov.br/arquivos/PA2017-0191.pdf	Privado	-55.9991666666700	-15.8211111111111
SJFO	GO0071	Fazenda Sorriso	MOSSÂMEDES	Goiás			050°08'19.0W"	16°09'53.0S"	704,0	VFR	Sem Operação	09/27	840,0000	30,00	6/F/B/X/T	Asfalto							29/05/2023	PA2013-1387	https://pergamum.anac.gov.br/arquivos/PA2013-1387.pdf	Privado	-50.1386111111100	-16.1647222222222
	MT0691	Fazenda Divisão	LUCAS DO RIO VERDE	Mato Grosso			056°16'17.0W"	12°59'50.0S"	402,0	VFR	Sem Operação	02/20	1100,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							29/12/2030	PA2020-3772	https://pergamum.anac.gov.br/arquivos/PA2020-3772.pdf	Privado	-56.2713888888900	-12.9972222222222
SWRF	MA0052	Francisco Ramalho	PEDREIRAS	Maranhão			044°32'46.0W"	04°35'02.0S"	43,0	VFR	Sem Operação	04/22	550,0000	18,00	1724 Kg /   0.50 MPa	Piçarra							11/09/2024	PA2014-2118	https://pergamum.anac.gov.br/arquivos/PA2014-2118.pdf	Privado	-44.5461111111100	-4.58388888888889
SJNU	MT0196	Fazenda Campo Alto	RIBEIRÃO CASCALHEIRA	Mato Grosso			051°42'47.0W"	13°02'20.0S"	308,0	VFR	Sem Operação	14/32	1000,0000	20,00	5600 Kg /   0.50 MPa	Terra							13/06/2022	PA2018-0772	https://pergamum.anac.gov.br/arquivos/PA2018-0772.pdf	Privado	-51.7130555555600	-13.0388888888889
SWOT	MT0375	Fazenda Planorte	SAPEZAL	Mato Grosso			058°53'38.3W"	13°56'38.3S"	647,0	VFR	Sem Operação	16/34	1200,0000	30,00	5000 Kg /   0.50 MPa	Terra							10/03/2024	PA2014-0522	https://pergamum.anac.gov.br/arquivos/PA2014-0522.pdf	Privado	-58.8939722222200	-13.9439722222222
SIRC	MS0123	Rancho Sinuelo	CARACOL	Mato Grosso do Sul			057°03'32.0W"	22°06'47.0S"	219,0	VFR	Sem Operação	15/33	900,0000	40,00	5000 Kg /   0.50 MPa	Grama							24/10/2027	PA2017-3365	https://pergamum.anac.gov.br/arquivos/PA2017-3365.pdf	Privado	-57.0588888888900	-22.1130555555556
SICR	MT0085	Fazenda Coração do Brasil	PONTES E LACERDA	Mato Grosso			059°38'36.0W"	15°58'12.0S"	249,0	VFR	Sem Operação	14/32	1200,0000	20,00	5700 Kg /   0.50 MPa	Saibro							04/07/2028	PA2018-1961	https://pergamum.anac.gov.br/arquivos/PA2018-1961.pdf	Privado	-59.6433333333300	-15.97
SIZG	MT0475	Fazenda Santo André II	NOVA MARINGÁ	Mato Grosso			057°17'45.0W"	12°37'54.0S"	337,0	VFR	Sem Operação	02/20	950,0000	18,00	5700 Kg /   0.50 MPa	Terra							01/02/2029	PA2019-0249	https://pergamum.anac.gov.br/arquivos/PA2019-0249.pdf	Privado	-57.2958333333300	-12.6316666666667
SSGQ	MS0278	Fazenda Capivari	RIO BRILHANTE	Mato Grosso do Sul			054°19'24.0W"	21°45'53.0S"	331,0	VFR	Sem Operação	01/19	550,0000	40,00	3000 Kg /   0.50 MPa	Terra							24/09/2023	PA2013-2465	https://pergamum.anac.gov.br/arquivos/PA2013-2465.pdf	Privado	-54.3233333333300	-21.7647222222222
	PA0288	Fazenda Três Corações	BANNACH	Pará			050°46'56.0W"	07°25'33.0S"	343,0	VFR	Sem Operação	04/22	900,0000	18,00	4600 Kg /   0.50 MPa	Cascalho							06/05/2031	PA2021-4890	https://pergamum.anac.gov.br/arquivos/PA2021-4890.pdf	Privado	-50.7822222222200	-7.42583333333333
SNLZ	TO0038	Fazenda Boca da Mata	DIVINÓPOLIS DO TOCANTINS	Tocantins			049°35'28.0W"	09°25'55.0S"	204,0	VFR	Sem Operação	12/30	1004,0000	20,00	5700 Kg /   0.50 MPa	Terra							09/08/2023	PA2013-2022	https://pergamum.anac.gov.br/arquivos/PA2013-2022.pdf	Privado	-49.5911111111100	-9.43194444444444
	GO0236	Fazenda São João do Monge	ÁGUA FRIA DE GOIÁS	Goiás			047°38'29.0W"	14°53'02.0S"	1099,0	VFR	Sem Operação	16/34	850,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							25/03/2031	PA2021-4518	https://pergamum.anac.gov.br/arquivos/PA2021-4518.pdf	Privado	-47.6413888888900	-14.8838888888889
SNLC	MG0307	Fazenda Panambi	BURITIS	Minas Gerais			046°27'56.0W"	15°49'35.0S"	922,0	VFR	Sem Operação	07/25	1000,0000	18,00	12/F/B/Y/U	Asfalto										Privado	-46.4655555555600	-15.8263888888889
SIBX	SP0172	Rosana Camargo	BURITAMA	São Paulo			050°14'36.0W"	21°05'28.0S"	410,0	VFR	Sem Operação	01/19	1050,0000	22,00	5700 Kg /   0.50 MPa	Terra							16/05/2022	PA2012-0946	https://pergamum.anac.gov.br/arquivos/PA2012-0946.pdf	Privado	-50.2433333333300	-21.0911111111111
	MT0693	Fazenda Rio Vermelho	COMODORO	Mato Grosso			060°12'33.0W"	13°40'48.0S"	273,0	VFR	Sem Operação	12/30	600,0000	18,00	5600 Kg /   0.50 MPa	Cascalho							21/12/2030	PA2020-3552	https://pergamum.anac.gov.br/arquivos/PA2020-3552.pdf	Privado	-60.2091666666700	-13.68
SJUQ	SP0846	Fazenda São Clemente	SÃO JOSÉ DOS CAMPOS	São Paulo			045°51'06.0W"	23°07'10.5S"	557,0	VFR	Sem Operação	06/24	400,0000	30,00	3500 Kg /   0.20 MPa	Grama							30/11/2028	PA2018-3513	https://pergamum.anac.gov.br/arquivos/PA2018-3513.pdf	Privado	-45.8516666666700	-23.1195833333333
SWIN	MT0354	Fazenda Itamarati Norte	CAMPO NOVO DO PARECIS	Mato Grosso			057°59'32.0W"	14°14'41.0S"	677,0	VFR	Sem Operação	01/19	2000,0000	30,00	25/F/A/X/T	Asfalto							10/01/2023	PA2013-0048	https://pergamum.anac.gov.br/arquivos/PA2013-0048.pdf	Privado	-57.9922222222200	-14.2447222222222
SJFP	MS0164	Fazenda Pensamento	CORUMBÁ	Mato Grosso do Sul			057°39'05.0W"	20°07'40.0S"	83,0	VFR	Sem Operação	04/22	980,0000	18,00	5000 Kg /   0.50 MPa	Grama							11/12/2030			Privado	-57.6513888888900	-20.1277777777778
SNZF	MT0622	AFG II	TANGARÁ DA SERRA	Mato Grosso			058°13'46.0W"	14°24'19.0S"	602,0	VFR	Sem Operação	03/21	1200,0000	18,00	5700 Kg /   0.50 MPa	Terra							09/09/2030	PA2020-2041	https://pergamum.anac.gov.br/arquivos/PA2020-2041.pdf	Privado	-58.2294444444400	-14.4052777777778
SWEA	MT0332	Fazenda Santiago de Compostela 	COMODORO	Mato Grosso			060°16'13.0W"	13°27'04.0S"	267,0	VFR	Sem Operação	01/19	1100,0000	18,00	5700 Kg /   0.50 MPa	Terra							09/08/2023	PA2013-2017	https://pergamum.anac.gov.br/arquivos/PA2013-2017.pdf	Privado	-60.2702777777800	-13.4511111111111
SNLB	AM0038	Fazenda Magdalena	LÁBREA	Amazonas			065°42'31.0W"	09°12'11.0S"	142,0	VFR	Sem Operação	01/19	700,0000	18,00	5700 Kg /   0.50 MPa	Terra							21/02/2027	PA2017-0491	https://pergamum.anac.gov.br/arquivos/PA2017-0491.pdf	Privado	-65.7086111111100	-9.20305555555555
SDIP	SP0110	Fazenda Centro de Vôo a Vela Ipuã	CAÇAPAVA	São Paulo			045°46'32.0W"	23°02'36.0S"	583,0	VFR	Sem Operação	08/26	600,0000	20,00	5000 Kg /   0.50 MPa	Grama							21/05/2024	PA2014-1184	https://pergamum.anac.gov.br/arquivos/PA2014-1184.pdf	Privado	-45.7755555555600	-23.0433333333333
SJYE	RR0089	Água Fria	UIRAMUTÃ	Roraima			060°16'38.0W"	04°37'14.0N"	303,0	VFR	Sem Operação	10/28	900,0000	20,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2886	https://pergamum.anac.gov.br/arquivos/PA2012-2886.pdf	Privado	-60.2772222222200	4.62055555555556
SIOK	MG0106	Fazenda Cachoeirinha	PERDIZES	Minas Gerais			047°07'43.2W"	19°21'31.6S"	923,0	VFR	Sem Operação	08/26	900,0000	30,00	3600 Kg /   0.50 MPa	Cascalho							11/11/2025	PA2015-2898	https://pergamum.anac.gov.br/arquivos/PA2015-2898.pdf	Privado	-47.1286666666700	-19.3587777777778
SIBO	MG0091	Simão Sarkis Simão	TRÊS MARIAS	Minas Gerais			045°17'36.0W"	18°18'35.0S"	575,0	VFR	Sem Operação	17/35	800,0000	18,00	10/F/B/Y/U	Asfalto							02/10/2025	PA2015-2608	https://pergamum.anac.gov.br/arquivos/PA2015-2608.pdf	Privado	-45.2933333333300	-18.3097222222222
SNUK	BA0097	Centúria Montana	FORMOSA DO RIO PRETO	Bahia			046°03'39.0W"	11°17'18.0S"	,0	VFR		09/27	1700,0000	20,00	5700 Kg /   0.50 MPa	Terra							08/10/2030	PA2020-2481	https://pergamum.anac.gov.br/arquivos/PA2020-2481.pdf	Privado	-46.0608333333300	-11.2883333333333
SIZM	PR0054	MOCELIN II	DOIS VIZINHOS	Paraná			053°04'04.0W"	25°41'04.0S"	534,0	VFR	Sem Operação	12/30	480,0000	18,00	3000 Kg /   0.50 MPa	Grama							26/02/2028	PA2018-0577	https://pergamum.anac.gov.br/arquivos/PA2018-0577.pdf	Privado	-53.0677777777800	-25.6844444444444
SSYL	MA0076	Fazenda Patrol	PARNARAMA	Maranhão			043°31'13.0W"	05°32'49.4S"	198,0	VFR	Sem Operação	14/32	1200,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							30/11/2028	PA2018-3574	https://pergamum.anac.gov.br/arquivos/PA2018-3574.pdf	Privado	-43.5202777777800	-5.54705555555556
SSDN	PI0035	Fazenda Nova Fronteira 	MATEIROS	Tocantins			045°59'03.0W"	10°19'21.0S"	800,0	VFR	Sem Operação	12/30	1050,0000	20,00	5700 Kg /   0.50 MPa	Terra							18/09/2028	PA2018-2730	https://pergamum.anac.gov.br/arquivos/PA2018-2730.pdf	Privado	-45.9841666666700	-10.3225
SJOR	BA0119	Fazenda Onça do Barão	COCOS	Bahia			045°11'58.0W"	14°12'45.0S"	774,0	VFR	Sem Operação	10/28	1100,0000	18,00	5400 Kg /   0.50 MPa	Terra							04/07/2028	PA2018-1952	https://pergamum.anac.gov.br/arquivos/PA2018-1952.pdf	Privado	-45.1994444444400	-14.2125
SSUI	TO0040	Fazenda Novo Horizonte	SANTA FÉ DO ARAGUAIA	Tocantins			048°45'37.0W"	07°05'49.0S"	185,0	VFR	Sem Operação	02/20	1200,0000	20,00	8/F/C/Y/U	Asfalto							24/09/2023	PA2013-2460	https://pergamum.anac.gov.br/arquivos/PA2013-2460.pdf	Privado	-48.7602777777800	-7.09694444444444
SDSM	SP0142	Fazenda Nossa Senhora da Conceição	SÃO MANUEL	São Paulo			048°32'33.4W"	22°45'31.4S"	757,0	VFR	Sem Operação	11/29	870,0000	18,00	5600 Kg /   0.50 MPa	Asfalto							15/02/2022	PA2019-0954	https://pergamum.anac.gov.br/arquivos/PA2019-0954.pdf	Privado	-48.5426111111100	-22.7587222222222
SIJJ	MS0090	Fazenda Cambay	JUTI	Mato Grosso do Sul			054°19'22.0W"	22°40'12.0S"	443,0	VFR	Sem Operação	18/36	900,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							28/12/2025	PA2015-3423	https://pergamum.anac.gov.br/arquivos/PA2015-3423.pdf	Privado	-54.3227777777800	-22.67
SNPW	MT0263	Fazenda Palmeira	ALTO TAQUARI	Mato Grosso			053°13'15.0W"	17°55'32.0S"	900,0	VFR	Sem Operação	18/36	900,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							09/01/2027	PA2016-3847	https://pergamum.anac.gov.br/arquivos/PA2016-3847.pdf	Privado	-53.2208333333300	-17.9255555555556
SSDK	MG0178	São Pedro	IGARATINGA	Minas Gerais			044°43'42.0W"	20°04'33.0S"	827,0	VFR	VFR	11/29	1300,0000	23,00	17/F/B/Y/T	Asfalto							07/04/2024	PA2014-0814	https://pergamum.anac.gov.br/arquivos/PA2014-0814.pdf	Privado	-44.7283333333300	-20.0758333333333
SWMX	MT0629	Fazenda Jauquara	BARRA DO BUGRES	Mato Grosso			057°07'38.0W"	15°10'26.0S"	175,0	VFR	Sem Operação	18/36	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							19/11/2030	PA2020-3130	https://pergamum.anac.gov.br/arquivos/PA2020-3130.pdf	Privado	-57.1272222222200	-15.1738888888889
SSML	BA0160	Comandante Jorge Mello	BOM JESUS DA LAPA	Bahia			043°38'07.9W"	13°11'48.4S"	453,0	VFR	Sem Operação	01/19	1000,0000	18,00	5700 Kg /   0.50 MPa	Piçarra							01/03/2026	PA2016-0434	https://pergamum.anac.gov.br/arquivos/PA2016-0434.pdf	Privado	-43.6355277777800	-13.1967777777778
SNFC	PA0088	Marina do Caraipé	TUCURUÍ	Pará			049°40'58.0W"	03°51'35.0S"	110,0	VFR	Sem Operação	06/24	350,0000	20,00	2500 Kg /   1.00 MPa	Piçarra							26/04/2022	PA2012-0768	https://pergamum.anac.gov.br/arquivos/PA2012-0768.pdf	Privado	-49.6827777777800	-3.85972222222222
SIMQ	MS0100	Fazenda Dois de Maio	CORUMBÁ	Mato Grosso do Sul			055°45'11.0W"	18°12'32.0S"	150,0	VFR	Sem Operação	18/36	900,0000	30,00	5000 Kg /   0.50 MPa	Grama							10/12/2022	PA2012-2669	https://pergamum.anac.gov.br/arquivos/PA2012-2669.pdf	Privado	-55.7530555555600	-18.2088888888889
SIMA	MT0106	Fazenda Mãe Margarida	SANTA RITA DO TRIVELATO	Mato Grosso			055°23'01.0W"	14°03'05.0S"	536,0	VFR	Sem Operação	02/20	900,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							10/03/2024	PA2014-0520	https://pergamum.anac.gov.br/arquivos/PA2014-0520.pdf	Privado	-55.3836111111100	-14.0513888888889
SJNV	GO0081	Fazenda São Francisco	GOUVELÂNDIA	Goiás			050°15'22.7W"	18°25'49.1S"	566,0	VFR	Sem Operação	01/19	1180,0000	18,00	7/F/B/Y/T	Asfalto							06/04/2031	PA2021-4626	https://pergamum.anac.gov.br/arquivos/PA2021-4626.pdf	Privado	-50.2563055555600	-18.4303055555556
SDVA	SP0153	Fazenda Campo Vitória	VARGEM GRANDE DO SUL	São Paulo			046°55'59.0W"	21°50'34.0S"	710,0	VFR	Sem Operação	16/34	600,0000	23,00	5000 Kg /   0.50 MPa	Terra							10/12/2022	PA2018-0393	https://pergamum.anac.gov.br/arquivos/PA2018-0393.pdf	Privado	-46.9330555555600	-21.8427777777778
SIRM	MT0123	Fazenda Couto Magalhães	ÁGUA BOA	Mato Grosso			052°55'37.0W"	13°59'25.0S"	420,0	VFR	Sem Operação	07/25	1900,0000	30,00	8/F/C/Y/U	Cascalho							18/11/2025	PA2015-3040	https://pergamum.anac.gov.br/arquivos/PA2015-3040.pdf	Privado	-52.9269444444400	-13.9902777777778
SJXU	DF0006	Fazenda Coperbrás	BRASÍLIA	Distrito Federal			047°32'23.0W"	15°45'03.0S"	1007,0	VFR	Sem Operação	09/27	700,0000	20,00	5600 Kg /   0.50 MPa	Cascalho							26/06/2025	PA2015-1563	https://pergamum.anac.gov.br/arquivos/PA2015-1563.pdf	Privado	-47.5397222222200	-15.7508333333333
